timestamp,device_id,metric_id,value,labels
2026-04-28T15:22:44.013305+02:00,taurus-10,wattmetre_power_watt,89.6,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.033236+02:00,taurus-10,wattmetre_power_watt,93.6,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.053209+02:00,taurus-10,wattmetre_power_watt,91.3,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.07319+02:00,taurus-10,wattmetre_power_watt,89.9,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.093166+02:00,taurus-10,wattmetre_power_watt,96.3,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.113098+02:00,taurus-10,wattmetre_power_watt,92.9,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.133238+02:00,taurus-10,wattmetre_power_watt,86.2,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.153206+02:00,taurus-10,wattmetre_power_watt,96.3,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.213099+02:00,taurus-10,wattmetre_power_watt,93,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.273185+02:00,taurus-10,wattmetre_power_watt,84.2,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.293221+02:00,taurus-10,wattmetre_power_watt,81,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.313095+02:00,taurus-10,wattmetre_power_watt,90.4,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.333236+02:00,taurus-10,wattmetre_power_watt,84.7,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.353236+02:00,taurus-10,wattmetre_power_watt,90,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.373194+02:00,taurus-10,wattmetre_power_watt,81.2,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.393194+02:00,taurus-10,wattmetre_power_watt,91.8,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.413142+02:00,taurus-10,wattmetre_power_watt,84.3,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.43328+02:00,taurus-10,wattmetre_power_watt,88,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.453238+02:00,taurus-10,wattmetre_power_watt,93,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.473216+02:00,taurus-10,wattmetre_power_watt,87.1,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.493194+02:00,taurus-10,wattmetre_power_watt,95.5,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.513143+02:00,taurus-10,wattmetre_power_watt,93.8,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.533144+02:00,taurus-10,wattmetre_power_watt,89.4,"{""_device_orig"": [""wattmetre1-port32""]}"
2026-04-28T15:22:44.553238+02:00,taurus-10,wattmetre_power_watt,95.6,"{""_device_orig"": [""wattmetre1-port32""]}"
