version,successful_runs,mean_duration_seconds,mean_jmh_score,score_unit,mean_average_power_w,stdev_average_power_w,mean_idle_average_power_w,stdev_idle_average_power_w,mean_energy_j,stdev_energy_j,mean_net_energy_j,stdev_net_energy_j
9.2.0,2,2062.6712835,3.7649386387211967,ms/op,100.45897689891743,0.21428835191186765,70.87814854693981,1.004120379703161,207345.2284861019,300.16874428017104,61146.19412836994,2471.957306912595
10.2.0,2,2061.7738405,3.809706154075279,ms/op,100.3896435396897,0.22040121450611197,71.55527363589775,1.1768861611728838,207051.75753807445,525.5363142562535,59520.8288741499,1917.636448896449
