timestamp,device_id,metric_id,value,labels
2026-04-28T13:36:37.018616+02:00,taurus-13,wattmetre_power_watt,107.1,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.038562+02:00,taurus-13,wattmetre_power_watt,97.5,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.058591+02:00,taurus-13,wattmetre_power_watt,133.8,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.078549+02:00,taurus-13,wattmetre_power_watt,154.4,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.098512+02:00,taurus-13,wattmetre_power_watt,134.7,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.118651+02:00,taurus-13,wattmetre_power_watt,116.8,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.138597+02:00,taurus-13,wattmetre_power_watt,153.9,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.158604+02:00,taurus-13,wattmetre_power_watt,119,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.178546+02:00,taurus-13,wattmetre_power_watt,88.9,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.198554+02:00,taurus-13,wattmetre_power_watt,108.1,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.218646+02:00,taurus-13,wattmetre_power_watt,139.7,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.238619+02:00,taurus-13,wattmetre_power_watt,131.1,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.258593+02:00,taurus-13,wattmetre_power_watt,148.4,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.278549+02:00,taurus-13,wattmetre_power_watt,150.9,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.298471+02:00,taurus-13,wattmetre_power_watt,124.5,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.318616+02:00,taurus-13,wattmetre_power_watt,116.1,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.338605+02:00,taurus-13,wattmetre_power_watt,114.6,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.358542+02:00,taurus-13,wattmetre_power_watt,120.1,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.378526+02:00,taurus-13,wattmetre_power_watt,123.7,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.418481+02:00,taurus-13,wattmetre_power_watt,153,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.438593+02:00,taurus-13,wattmetre_power_watt,155.6,"{""_device_orig"": [""wattmetre1-port35""]}"
2026-04-28T13:36:37.458577+02:00,taurus-13,wattmetre_power_watt,135.8,"{""_device_orig"": [""wattmetre1-port35""]}"
