version,successful_runs,mean_duration_seconds,mean_jmh_score,score_unit,mean_average_power_w,stdev_average_power_w,mean_idle_average_power_w,stdev_idle_average_power_w,mean_energy_j,stdev_energy_j,mean_net_energy_j,stdev_net_energy_j
7.1.2,2,2058.984729,3.8749595911884347,ms/op,119.39637927703914,0.1556245907270097,89.56778581092911,0.8656875708296432,245952.93163034628,153.36408444775054,61534.011342748374,1980.724244404183
8.1.0,2,2059.792158,3.869033564144523,ms/op,119.58618020153466,0.25040808472309195,88.96403443357816,1.251997634920487,246462.37720288098,512.6753128389644,63214.46187421323,2136.506558580409
