version,successful_runs,mean_duration_seconds,mean_jmh_score,score_unit,mean_average_power_w,stdev_average_power_w,mean_idle_average_power_w,stdev_idle_average_power_w,mean_energy_j,stdev_energy_j,mean_net_energy_j,stdev_net_energy_j
12.0.0,2,2064.9728425000003,3.786903715786374,ms/op,100.06764408812538,0.44328414220675416,70.92516381209592,0.31328687304299363,206687.69918232562,844.8391807716764,60229.10730348337,1516.5609921231112
13.0.0,2,2065.1531525,3.780695327420325,ms/op,99.95830741041912,0.15508173119319957,70.95728283765193,1.3279651743770473,206509.12518893433,460.32327408044955,59971.81706804049,3165.561359086479
