timestamp,device_id,metric_id,value,labels
2026-04-28T13:09:38.08023+02:00,taurus-6,wattmetre_power_watt,56.3,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.100219+02:00,taurus-6,wattmetre_power_watt,63.6,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.120241+02:00,taurus-6,wattmetre_power_watt,64.3,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.140221+02:00,taurus-6,wattmetre_power_watt,75.9,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.160128+02:00,taurus-6,wattmetre_power_watt,64.5,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.180144+02:00,taurus-6,wattmetre_power_watt,77.7,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.20031+02:00,taurus-6,wattmetre_power_watt,79.4,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.220242+02:00,taurus-6,wattmetre_power_watt,61.9,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.240251+02:00,taurus-6,wattmetre_power_watt,59.8,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.260154+02:00,taurus-6,wattmetre_power_watt,77.1,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.280081+02:00,taurus-6,wattmetre_power_watt,70.1,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.300364+02:00,taurus-6,wattmetre_power_watt,72,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.320202+02:00,taurus-6,wattmetre_power_watt,79.2,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.340226+02:00,taurus-6,wattmetre_power_watt,62.5,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.360175+02:00,taurus-6,wattmetre_power_watt,66.4,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.380071+02:00,taurus-6,wattmetre_power_watt,73.6,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.400244+02:00,taurus-6,wattmetre_power_watt,88.6,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.420205+02:00,taurus-6,wattmetre_power_watt,92.1,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.440142+02:00,taurus-6,wattmetre_power_watt,69,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.500193+02:00,taurus-6,wattmetre_power_watt,68.1,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.520217+02:00,taurus-6,wattmetre_power_watt,62.8,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.540242+02:00,taurus-6,wattmetre_power_watt,81.8,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.56021+02:00,taurus-6,wattmetre_power_watt,88.9,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.580208+02:00,taurus-6,wattmetre_power_watt,78.5,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.600107+02:00,taurus-6,wattmetre_power_watt,88.8,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.62029+02:00,taurus-6,wattmetre_power_watt,81.2,"{""_device_orig"": [""wattmetre1-port5""]}"
2026-04-28T13:09:38.640193+02:00,taurus-6,wattmetre_power_watt,77.9,"{""_device_orig"": [""wattmetre1-port5""]}"
